I consider myself:,Country,Response ID,Time Started,Date Submitted,Status,Language,Link Name,WiFi Router:Check all the internet connected devices you currently own:,Laptop computer:Check all the internet connected devices you currently own:,Smart phone:Check all the internet connected devices you currently own:,Smart TV:Check all the internet connected devices you currently own:,Activity Tracker (ex: Fitbit or Apple Watch):Check all the internet connected devices you currently own:,"Smarthome Hub (ex. Amazon Echo, Google Alexa):Check all the internet connected devices you currently own:",Car that connects to the internet:Check all the internet connected devices you currently own:,Smart Thermostat (ex: Nest):Check all the internet connected devices you currently own:,"Smart Appliance (ex. Coffeemaker, Refrigerator, Oven, Fridge):Check all the internet connected devices you currently own:",Smart Door Locks (ex. Door locks for your home you can open via bluetooth):Check all the internet connected devices you currently own:,"Smart Lighting (ex. Connected lighting switches, dimmers, or bulbs):Check all the internet connected devices you currently own:",Thinking about a future in which so much of your world is connected to the internet leaves you feeling:,What are you most excited about as we move toward a more digitally connected future?,What is your biggest fear as we move towards a more connected future?,"Who is most responsible for protecting the online safety, privacy, and security of the connected apps and devices you own?","Who do you most trust to help you learn how to protect your safety, security and privacy online?",Price:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Features:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Safety:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Security:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Privacy:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Reliability:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,User Reviews:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Expert Recommendation:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Friend or Family Recommendation:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,Convenience:You‰Ûªre planning on buying your next cool new tech toy. Maybe it‰Ûªs a smart TV or a new smartphone. åÊTake a look at the items below and arrange them in order of importance as you make that purchase.,IoT:Check all the terms below that you could explain to a friend:,Connected Devices:Check all the terms below that you could explain to a friend:,Botnet:Check all the terms below that you could explain to a friend:,Blockchain:Check all the terms below that you could explain to a friend:,RFID:Check all the terms below that you could explain to a friend:,DDOS:Check all the terms below that you could explain to a friend:,Zero Day:Check all the terms below that you could explain to a friend:,VPN:Check all the terms below that you could explain to a friend:,TOR:Check all the terms below that you could explain to a friend:,I don‰Ûªt know what any of these things are:Check all the terms below that you could explain to a friend:,Country or Region (optional)
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Guadeloupe,25,25,25,25,25,25,20,25,23,4,3,1,0,0,2,0,4,25,25,25,25,24,24,24,23,23,23,23,22,22,21,22,5,25,6,3,7,9,2,19,13,0,20
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Guam,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,1,1,2
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Guatemala,175,175,175,175,175,175,162,158,164,90,21,10,6,3,10,6,8,172,173,169,169,168,148,141,123,111,125,114,113,124,102,130,51,160,59,28,27,82,50,139,94,5,163
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Guernsey,3,3,3,3,3,3,3,2,3,2,1,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3,1,3,1,0,3
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Guinea,11,11,11,11,11,11,3,9,9,3,0,0,0,0,2,1,3,9,9,9,9,9,6,6,6,6,6,6,5,4,4,6,1,8,1,1,1,1,0,6,0,1,10
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Guyana,8,8,8,8,8,8,8,8,7,2,1,1,0,0,0,0,0,8,8,8,8,8,7,7,7,7,7,6,5,5,5,5,3,6,3,1,3,2,2,7,3,0,8
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Haiti,10,10,10,10,10,10,8,10,9,3,0,0,0,0,0,0,0,10,10,10,10,10,6,7,6,7,7,6,6,6,5,7,4,8,4,2,3,4,3,6,5,3,9
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Honduras,88,88,88,88,88,88,86,77,80,50,8,4,2,3,8,1,3,85,85,86,86,85,72,73,59,55,62,58,58,61,54,62,18,73,22,18,11,35,18,68,36,5,79
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Hong Kong,44,44,44,44,44,44,42,43,43,16,13,4,2,0,4,1,1,44,44,44,44,44,36,39,35,39,37,33,34,33,29,35,26,38,14,11,24,31,15,41,25,0,39
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Hungary,51,51,51,51,51,51,46,44,42,20,7,1,3,2,2,1,2,51,51,51,49,51,46,43,42,44,42,45,42,44,41,42,24,47,31,11,23,32,19,43,35,1,51
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Iceland,14,14,14,14,14,14,14,14,12,8,3,0,0,0,0,0,1,14,14,14,14,14,13,12,11,12,12,12,12,12,10,11,6,13,8,4,4,8,3,13,11,0,13
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",India,2029,2029,2029,2029,2029,2029,1717,1827,1886,670,384,115,177,45,338,93,168,1966,1977,1964,1935,1941,1659,1656,1561,1603,1559,1582,1498,1477,1407,1521,1134,1711,619,458,786,720,396,1480,843,109,1853
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Indonesia,361,361,361,361,361,361,286,324,329,92,44,23,27,13,40,14,30,347,346,339,340,332,306,295,283,285,279,267,260,254,244,254,128,281,85,49,118,142,50,251,142,24,324
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.","Iran, Islamic Republic of",128,128,128,128,128,128,114,106,116,45,22,5,6,4,9,5,5,121,122,121,120,122,107,103,96,97,95,96,92,92,86,93,43,108,29,30,43,49,33,106,62,8,120
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Iraq,15,15,15,15,15,15,13,14,12,7,2,2,1,1,4,2,0,12,12,12,12,11,11,11,10,11,10,10,10,10,10,10,2,11,2,2,2,4,2,9,4,1,12
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Ireland,168,168,168,168,168,168,152,154,162,58,24,5,18,6,7,0,7,167,167,168,167,168,147,143,136,140,140,145,139,136,130,135,85,152,83,54,80,102,49,145,109,3,155
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Isle of Man,4,4,4,4,4,4,3,4,4,1,1,0,0,0,0,0,0,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,2,4,2,2,0,2,1,4,3,0,4
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Israel,81,81,81,81,81,81,78,67,77,22,15,6,7,3,5,1,6,81,81,80,78,78,73,72,64,69,67,68,67,62,63,61,36,71,39,25,34,53,26,69,51,2,71
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Italy,10749,10749,10749,10749,10749,10749,9776,9851,10384,5434,1778,539,907,373,811,141,538,10575,10574,10562,10493,10449,9723,9670,8793,8732,8830,9435,8997,8866,8470,9099,3356,9796,3206,1905,2849,4693,2070,7511,5192,377,9524
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Jamaica,7,7,7,7,7,7,6,6,6,3,1,0,1,0,1,0,1,6,6,6,6,6,3,2,2,3,3,3,2,2,2,2,4,5,3,3,2,3,1,6,4,0,6
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Japan,63,63,63,63,63,63,58,59,58,19,9,2,3,1,6,1,3,63,63,63,62,62,58,56,55,56,56,57,58,55,54,56,40,53,28,22,33,38,25,53,33,2,52
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Jersey,4,4,4,4,4,4,4,4,4,2,1,1,0,1,0,0,1,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,4,1,2,2,3,0,4,1,0,3
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Jordan,15,15,15,15,15,15,15,14,15,5,0,1,3,0,1,0,0,15,15,15,15,15,12,12,12,12,12,12,12,12,12,12,9,14,3,4,3,7,5,12,9,0,12
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Kazakhstan,6,6,6,6,6,6,5,6,6,3,3,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,4,4,4,5,5,5,5,4,3,6,3,6,4,0,5
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Kenya,129,129,129,129,129,129,98,119,121,52,11,6,5,1,9,5,6,126,127,123,126,126,107,104,104,103,104,105,102,103,101,104,66,114,42,40,43,55,28,97,52,5,121
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.","Korea, Republic of",24,24,24,24,24,24,20,23,22,7,6,2,2,2,3,3,5,24,24,24,24,24,23,22,20,21,22,22,22,22,23,21,14,20,7,10,16,18,9,20,14,1,20
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Kuwait,9,9,9,9,9,9,9,9,9,4,2,0,1,0,0,0,0,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,1,9,2,1,2,3,1,7,2,0,7
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Lao People's Democratic Republic,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Latvia,26,26,26,26,26,26,22,20,26,11,3,1,0,0,2,0,2,26,26,26,24,25,24,23,20,20,20,24,21,20,20,22,9,22,16,8,8,21,7,21,15,2,22
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Lebanon,26,26,26,26,26,26,26,25,26,11,3,1,3,0,0,0,3,26,26,26,26,26,24,24,22,23,22,24,21,21,21,22,13,23,6,6,8,16,5,23,17,3,19
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Lesotho,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,2,2,0,2
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Liberia,4,4,4,4,4,4,2,3,4,1,0,0,0,0,1,0,0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,4,2,2,1,2,1,3,2,0,4
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Libya,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Liechtenstein,6,6,6,6,6,6,6,6,6,3,0,0,0,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,3,5,2,3,1,5,2,0,5
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Lithuania,41,41,41,41,41,41,39,35,39,18,3,1,0,0,1,0,2,40,40,40,40,40,35,33,30,33,32,35,33,32,31,32,15,35,21,12,14,32,14,35,26,0,36
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Luxembourg,87,87,87,87,87,87,78,80,81,39,23,4,16,4,12,5,11,85,85,84,84,84,76,74,71,72,70,75,71,69,67,73,33,78,43,31,38,44,25,68,53,1,76
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Macau,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,1,2,0,2,2,0,2
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Macedonia,17,17,17,17,17,17,15,15,16,5,0,0,0,0,1,0,0,17,16,17,16,17,14,14,11,10,12,11,13,13,10,11,3,12,5,2,2,8,1,10,7,2,14
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Madagascar,59,59,59,59,59,59,38,55,51,11,3,2,3,0,5,3,7,58,57,57,57,57,49,48,47,47,48,49,47,49,46,48,11,48,12,5,15,17,10,45,22,4,51
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Malawi,4,4,4,4,4,4,3,4,4,3,0,0,1,0,1,0,1,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,1,4,0,0,0,2,0,4,2,0,4
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Malaysia,139,139,139,139,139,139,119,133,138,46,30,7,12,2,15,4,10,138,138,137,138,138,130,130,126,128,125,127,117,115,115,119,58,114,41,32,63,70,37,103,59,7,122
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Maldives,6,6,6,6,6,6,6,6,6,3,0,0,1,0,2,1,1,6,5,6,5,5,3,3,3,3,3,3,3,3,3,3,0,4,3,0,1,2,0,2,1,0,5
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Mali,23,23,23,23,23,23,13,21,20,7,1,0,0,0,1,0,0,20,21,21,20,20,15,15,14,15,16,14,13,13,13,16,5,17,3,1,3,4,5,12,10,2,19
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Malta,13,13,13,13,13,13,13,12,13,9,7,2,2,1,2,2,3,13,13,13,13,13,11,10,11,11,10,10,9,7,8,10,8,13,7,5,6,10,4,11,8,0,12
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Martinique,33,33,33,33,33,33,30,32,31,12,8,7,3,1,2,3,7,32,33,32,32,32,29,28,25,27,28,27,24,23,23,27,6,31,13,6,10,16,9,24,16,2,24
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Mauritania,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,0,0,0,0,3,1,0,2
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Mauritius,28,28,28,28,28,28,27,27,26,15,4,1,3,0,4,0,5,28,28,28,28,27,24,24,23,24,23,22,20,19,19,21,15,25,8,11,12,12,3,22,17,2,26
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Mayotte,6,6,6,6,6,6,4,6,3,0,0,1,0,0,0,0,0,6,6,6,6,6,3,3,4,4,4,4,3,3,2,3,1,5,1,0,1,3,2,5,2,1,5
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Mexico,2675,2675,2675,2675,2675,2675,2347,2415,2521,1643,267,249,167,54,219,109,181,2625,2629,2612,2607,2601,2381,2334,2063,1932,2076,1957,2042,2117,1880,2070,804,2350,822,550,550,1157,815,2064,1357,126,2394
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.","Moldova, Republic of",3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,0,2,1,3,3,0,3
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Monaco,12,12,12,12,12,12,11,12,12,5,2,0,2,1,2,0,0,12,12,12,12,12,12,11,9,9,11,12,9,10,9,11,5,11,4,5,7,7,3,11,8,0,9
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Mongolia,4,4,4,4,4,4,4,4,4,1,1,2,0,0,0,0,0,4,4,4,4,4,4,4,3,3,2,2,1,3,2,4,0,3,0,0,1,0,1,3,1,1,4
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Montenegro,10,10,10,10,10,10,10,8,10,7,3,1,1,1,1,0,0,10,10,10,10,10,9,9,8,8,8,8,8,7,7,8,1,9,3,3,4,5,3,8,6,0,8
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Morocco,229,229,229,229,229,229,196,196,191,102,24,15,30,7,29,6,15,212,207,208,205,205,173,169,157,165,158,157,157,152,150,167,43,177,60,42,48,84,51,161,109,13,176
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Mozambique,4,4,4,4,4,4,2,4,4,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,2,2,2,3,2,2,2,3,0,3,1,1,0,0,1,2,0,2,4
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Myanmar,21,21,21,21,21,21,11,19,19,6,3,1,1,1,2,1,1,21,21,21,21,21,18,16,15,14,13,15,13,13,11,16,6,20,4,3,8,8,3,17,6,1,19
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Namibia,6,6,6,6,6,6,6,6,6,2,2,1,0,0,0,1,1,6,6,6,6,6,5,6,6,6,6,6,5,5,5,5,1,4,1,1,0,2,0,4,1,0,5
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Nepal,59,59,59,59,59,59,54,56,53,25,9,5,0,1,6,4,5,58,59,58,58,58,42,42,43,41,44,43,38,39,40,40,22,56,22,12,11,24,12,48,28,1,56
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Netherlands,330,330,330,330,330,330,311,307,304,154,51,10,19,28,18,6,37,327,327,328,326,324,282,279,264,277,272,276,276,269,256,271,190,297,211,129,182,257,144,301,248,5,300
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",New Caledonia,52,52,52,52,52,52,38,46,48,16,4,1,2,2,6,1,4,50,50,49,49,50,46,46,44,44,43,45,44,44,43,45,8,46,12,11,14,17,10,41,21,3,38
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",New Zealand,202,202,202,202,202,202,191,180,185,84,43,6,9,0,6,3,8,199,199,198,197,196,174,170,166,169,169,170,169,165,161,163,105,183,101,65,105,105,63,169,105,4,185
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Nicaragua,49,49,49,49,49,49,43,46,47,24,2,2,3,1,2,1,1,48,49,49,49,49,41,40,33,28,31,30,31,37,29,33,9,41,12,10,4,21,13,42,25,1,47
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Niger,7,7,7,7,7,7,2,5,5,2,1,1,0,1,0,0,0,6,5,6,5,6,2,2,3,2,2,3,3,2,2,3,2,6,1,2,2,1,1,5,0,0,3
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Nigeria,139,139,139,139,139,139,87,128,130,28,8,4,8,1,16,3,8,135,135,136,135,135,106,106,95,100,98,98,95,90,90,97,62,122,31,42,33,40,20,91,39,3,130
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Norway,121,121,121,121,121,121,109,113,114,58,26,4,12,8,7,5,9,120,121,120,119,118,103,101,97,100,98,102,96,95,86,89,58,102,69,38,53,75,39,104,82,4,106
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Oman,10,10,10,10,10,10,9,10,9,4,1,1,0,0,0,0,0,10,10,10,10,10,8,7,9,9,9,8,8,8,8,8,2,8,3,1,6,5,2,9,6,1,9
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Pakistan,143,143,143,143,143,143,127,127,125,49,17,12,17,3,19,11,12,135,137,138,136,137,105,106,104,107,102,104,92,90,90,95,47,121,40,28,36,52,28,95,46,14,130
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Palestinian Territory,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,3,1,1,2,2,1,2,2,0,3
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Panama,75,75,75,75,75,75,64,71,71,42,4,3,6,0,5,1,5,72,74,73,73,72,66,61,51,48,55,51,50,55,46,53,23,69,25,17,16,30,22,57,29,3,69
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Papua New Guinea,3,3,3,3,3,3,2,3,2,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,3
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Paraguay,109,109,109,109,109,109,101,90,102,41,6,6,5,2,8,2,8,106,105,105,102,104,89,88,75,64,71,66,74,71,66,77,34,90,27,21,25,48,37,85,54,6,102
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Peru,329,329,329,329,329,329,304,288,298,214,16,30,21,7,26,8,27,315,319,318,314,309,285,281,243,216,244,217,232,247,219,236,86,271,69,62,54,101,64,217,132,19,298
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Philippines,191,191,191,191,191,191,165,172,172,76,20,9,10,3,30,5,11,184,184,184,182,184,163,161,160,163,160,165,158,155,150,162,64,157,57,32,94,89,42,141,96,10,164
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Poland,85,85,85,85,85,85,80,80,80,35,8,5,4,2,2,1,5,85,85,85,84,83,76,75,75,76,77,75,75,74,72,73,51,72,55,32,43,62,44,74,69,1,71
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Portugal,156,156,156,156,156,156,146,140,147,64,27,5,16,6,11,5,17,154,155,154,154,154,146,138,126,130,131,138,135,124,120,122,85,142,78,47,77,94,56,134,99,3,137
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Puerto Rico,39,39,39,39,39,39,35,35,37,19,4,2,1,0,2,2,3,39,38,38,38,38,32,31,30,31,30,29,29,31,29,28,14,34,12,8,13,17,11,28,17,2,32
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Qatar,17,17,17,17,17,17,16,17,16,7,3,1,1,0,1,0,1,17,17,16,17,17,15,15,14,14,14,13,13,13,12,15,5,15,7,3,6,7,4,17,7,0,16
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Reunion,141,141,141,141,141,141,109,137,129,50,19,8,14,2,23,4,11,136,135,137,136,135,117,112,109,111,108,114,110,107,102,113,16,125,43,21,27,64,23,105,68,8,110
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Romania,191,191,191,191,191,191,186,167,178,77,29,9,6,6,8,1,12,190,188,188,184,183,168,161,149,155,147,156,149,145,138,140,86,171,71,55,68,110,61,157,107,7,169
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Russian Federation,99,99,99,99,99,99,87,85,93,27,13,1,6,0,1,1,0,95,96,96,96,96,81,80,73,72,74,76,75,71,69,71,53,84,66,52,42,80,44,86,79,1,90
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Rwanda,5,5,5,5,5,5,3,4,4,1,1,1,1,0,0,0,0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,3,1,2,2,1,1,4,2,0,4
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Saint Kitts and Nevis,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Saint Lucia,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Saint Pierre and Miquelon,5,5,5,5,5,5,4,3,4,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,2,2,2,4,1,5,4,0,2
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",San Marino,7,7,7,7,7,7,7,6,5,2,0,0,1,0,1,0,0,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,2,1,1,3,1,3,3,2,6
"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I‰Ûªm the one they call.",Saudi Arabia,52,52,52,52,52,52,47,45,46,18,8,2,3,1,6,2,1,49,50,49,50,49,41,42,40,40,41,40,38,37,37,37,19,40,16,10,19,21,9,44,27,2,43
